date_time,heart_rate
20230724183643,105.0
20230724183644,105.0
20230724183645,106.0
20230724183646,106.0
20230724183647,107.0
20230724183648,107.0
20230724183649,107.0
20230724183650,107.0
20230724183651,107.0
20230724183652,107.0
20230724183653,107.0
20230724183654,106.0
20230724183655,106.0
20230724183656,106.0
20230724183657,106.0
20230724183658,106.0
20230724183659,106.0
20230724183700,106.0
20230724183701,107.0

운동 끝 휴식 시작

20230724183702,106.0
20230724183703,107.0
20230724183704,108.0
20230724183705,109.0
20230724183706,110.0
20230724183707,110.0
20230724183708,111.0
20230724183709,111.0
20230724183710,113.0
20230724183711,115.0
20230724183712,116.0
20230724183713,117.0
20230724183714,118.0
20230724183715,119.0
20230724183716,120.0
20230724183717,121.0
20230724183718,121.0
20230724183719,121.0
20230724183720,120.0
20230724183721,120.0
20230724183722,119.0
20230724183723,119.0
20230724183724,119.0
20230724183725,119.0
20230724183726,120.0
20230724183727,120.0
20230724183728,120.0
20230724183729,120.0
20230724183730,120.0
20230724183731,121.0
20230724183732,121.0
20230724183733,122.0
20230724183734,122.0
20230724183735,122.0
20230724183736,123.0
20230724183737,123.0
20230724183738,123.0
20230724183739,123.0
20230724183740,123.0
20230724183741,123.0
20230724183742,122.0
20230724183743,122.0
20230724183744,122.0
20230724183745,122.0
20230724183746,122.0
20230724183747,123.0
20230724183748,123.0
20230724183749,123.0
20230724183750,123.0
20230724183751,122.0
20230724183752,122.0
20230724183753,122.0
20230724183754,122.0
20230724183755,122.0
20230724183756,123.0
20230724183757,123.0
20230724183758,123.0
20230724183759,123.0
20230724183800,122.0
20230724183801,121.0
20230724183802,121.0
20230724183803,120.0
20230724183804,119.0
20230724183805,119.0
20230724183806,118.0
20230724183807,118.0
20230724183808,118.0
20230724183809,118.0
20230724183810,118.0
20230724183811,118.0
20230724183812,117.0
20230724183813,117.0
20230724183814,116.0
20230724183815,116.0
20230724183816,115.0
20230724183817,115.0
20230724183818,114.0
20230724183819,115.0
20230724183820,115.0
20230724183821,115.0
20230724183822,116.0
20230724183824,116.0
20230724183825,116.0
20230724183826,117.0
20230724183827,117.0
20230724183828,117.0
20230724183829,117.0
20230724183830,117.0

휴식 끝 4세트 운동 시작

20230724183831,116.0
20230724183832,116.0
20230724183833,115.0
20230724183834,115.0
20230724183835,116.0
20230724183836,117.0
20230724183837,119.0
20230724183838,119.0
20230724183839,119.0
20230724183840,120.0
20230724183841,119.0
20230724183842,118.0
20230724183843,116.0
20230724183844,115.0
20230724183845,115.0
20230724183846,116.0
20230724183847,115.0
20230724183848,114.0
20230724183849,114.0
20230724183850,114.0
20230724183851,115.0
20230724183852,115.0
20230724183853,115.0
20230724183854,115.0
20230724183855,115.0
20230724183856,115.0
20230724183857,115.0
20230724183858,114.0
20230724183859,114.0
20230724183900,114.0
20230724183902,115.0
20230724183903,115.0
20230724183904,115.0

운동 끝 휴식 시작

20230724183905,115.0
20230724183906,115.0
20230724183907,115.0
20230724183908,115.0
20230724183909,114.0
20230724183910,115.0
20230724183911,115.0
20230724183912,116.0
20230724183913,116.0
20230724183914,117.0
20230724183915,118.0
20230724183916,119.0
20230724183917,120.0
20230724183918,122.0
20230724183919,122.0
20230724183920,123.0
20230724183921,123.0
20230724183922,124.0
20230724183923,124.0
20230724183924,124.0
20230724183925,124.0
20230724183926,125.0
20230724183927,125.0
20230724183928,126.0
20230724183929,127.0
20230724183930,128.0
20230724183930,128.0
20230724183931,128.0
20230724183932,127.0
20230724183933,127.0
20230724183934,126.0
20230724183935,126.0
20230724183936,126.0
20230724183937,125.0
20230724183938,125.0
20230724183939,126.0
20230724183940,126.0
20230724183941,126.0
20230724183942,126.0
20230724183943,126.0
20230724183944,126.0
20230724183945,125.0
20230724183946,125.0
20230724183947,124.0
20230724183948,123.0
20230724183949,123.0
20230724183950,123.0
20230724183951,123.0
20230724183952,123.0
20230724183953,123.0
20230724183954,123.0
20230724183955,123.0
20230724183956,123.0
20230724183957,123.0
20230724183958,123.0
20230724183959,123.0
20230724184000,123.0
20230724184001,122.0
20230724184002,121.0
20230724184003,121.0
20230724184004,120.0
20230724184005,120.0
20230724184006,119.0
20230724184007,119.0
20230724184008,118.0
20230724184009,118.0
20230724184010,117.0
20230724184011,116.0
20230724184012,116.0
20230724184013,115.0
20230724184014,115.0
20230724184015,115.0
20230724184016,115.0
20230724184017,115.0
20230724184018,115.0
20230724184019,116.0
20230724184020,116.0
20230724184021,117.0
20230724184022,117.0
20230724184023,118.0
20230724184024,118.0
20230724184025,118.0
20230724184026,118.0
20230724184027,118.0
20230724184028,118.0
20230724184029,118.0
20230724184030,118.0

휴식 끝

20230724184031,117.0
20230724184032,117.0
20230724184033,117.0
20230724184034,117.0
20230724184035,117.0
20230724184036,117.0
20230724184037,119.0
20230724184038,121.0
20230724184039,122.0
